report_date,redeem
2014-05-11,117631039.16667727
2014-05-12,238019598.99942744
2014-05-13,211896663.5913931
2014-05-14,213694691.1467075
2014-05-15,184782643.19628826
2014-05-16,171595892.98611256
2014-05-17,104228367.17703244
2014-05-18,117631039.16667727
2014-05-19,238019598.99942744
2014-05-20,211896663.5913931
2014-05-21,226085169.82217628
2014-05-22,197173121.87175706
2014-05-23,183986371.66158134
2014-05-24,116618845.85250123
2014-05-25,130021517.84214605
2014-05-26,250410077.67489624
2014-05-27,224287142.2668619
2014-05-28,226085169.82217628
2014-05-29,197173121.87175706
2014-05-30,154741520.7543924
2014-05-31,100304771.4790659
2014-06-01,82335731.36540736
2014-06-02,103688731.50000003
2014-06-03,211263318.50000015
2014-06-04,196636174.3984043
2014-06-05,167724126.44798505
2014-06-06,154537376.23780936
2014-06-07,87169850.42872924
2014-06-08,100572522.41837406
2014-06-09,220961082.25112423
2014-06-10,194838146.84308988
2014-06-11,213694691.1467075
2014-06-12,184782643.19628826
2014-06-13,171595892.98611256
2014-06-14,104228367.17703244
2014-06-15,117631039.16667727
2014-06-16,238019598.99942744
2014-06-17,211896663.5913931
2014-06-18,213694691.1467075
2014-06-19,184782643.19628826
2014-06-20,171595892.98611256
2014-06-21,116618845.85250123
2014-06-22,130021517.84214605
2014-06-23,250410077.67489624
2014-06-24,224287142.2668619
2014-06-25,226085169.82217628
2014-06-26,197173121.87175706
2014-06-27,183986371.66158134
2014-06-28,116618845.85250123
2014-06-29,130021517.84214605
2014-06-30,250410077.67489624
2014-07-01,192915430.16355854
2014-07-02,196636174.3984043
2014-07-03,167724126.44798505
2014-07-04,154537376.23780936
2014-07-05,87169850.42872924
2014-07-06,100572522.41837406
2014-07-07,220961082.25112423
2014-07-08,194838146.84308988
2014-07-09,196636174.3984043
2014-07-10,167724126.44798505
2014-07-11,171595892.98611256
2014-07-12,104228367.17703244
2014-07-13,117631039.16667727
2014-07-14,238019598.99942744
2014-07-15,211896663.5913931
2014-07-16,213694691.1467075
2014-07-17,184782643.19628826
2014-07-18,171595892.98611256
2014-07-19,104228367.17703244
2014-07-20,117631039.16667727
2014-07-21,250410077.67489624
2014-07-22,224287142.2668619
2014-07-23,226085169.82217628
2014-07-24,197173121.87175706
2014-07-25,183986371.66158134
2014-07-26,116618845.85250123
2014-07-27,130021517.84214605
2014-07-28,250410077.67489624
2014-07-29,224287142.2668619
2014-07-30,226085169.82217628
2014-07-31,197173121.87175706
2014-08-01,152614659.558278
2014-08-02,87169850.42872924
2014-08-03,100572522.41837406
2014-08-04,220961082.25112423
2014-08-05,194838146.84308988
2014-08-06,196636174.3984043
2014-08-07,167724126.44798505
2014-08-08,154537376.23780936
2014-08-09,87169850.42872924
2014-08-10,100572522.41837406
2014-08-11,238019598.99942744
2014-08-12,211896663.5913931
2014-08-13,213694691.1467075
2014-08-14,184782643.19628826
2014-08-15,171595892.98611256
2014-08-16,104228367.17703244
2014-08-17,117631039.16667727
2014-08-18,238019598.99942744
2014-08-19,211896663.5913931
2014-08-20,213694691.1467075
2014-08-21,197173121.87175706
2014-08-22,183986371.66158134
2014-08-23,116618845.85250123
2014-08-24,130021517.84214605
2014-08-25,250410077.67489624
2014-08-26,224287142.2668619
2014-08-27,226085169.82217628
2014-08-28,197173121.87175706
2014-08-29,183986371.66158134
2014-08-30,116618845.85250123
2014-08-31,130021517.84214605
2014-09-01,219038365.57159287
2014-09-02,167724126.44798505
2014-09-03,167724126.44798505
2014-09-04,167724126.44798505
2014-09-05,125292525.3306204
2014-09-06,70855776.0552939
2014-09-07,84258448.04493873
2014-09-08,103688731.50000003
2014-09-09,184149298.10489532
2014-09-10,167724126.44798505
2014-09-11,184782643.19628826
2014-09-12,171595892.98611256
2014-09-13,104228367.17703244
2014-09-14,117631039.16667727
2014-09-15,238019598.99942744
2014-09-16,184782643.19628826
2014-09-17,184782643.19628826
2014-09-18,184782643.19628826
2014-09-19,171595892.98611256
2014-09-20,104228367.17703244
2014-09-21,130021517.84214605
2014-09-22,250410077.67489624
2014-09-23,197173121.87175706
2014-09-24,197173121.87175706
2014-09-25,197173121.87175706
2014-09-26,183986371.66158134
2014-09-27,163799893.25787497
2014-09-28,325110585.29053175
2014-09-29,241999293.15122616
2014-09-30,167928270.96456808
