report_date,total_purchase_amt
2013-12-27,158627.74163319948
2013-12-28,126417.32802124834
2013-12-29,103692.37169312169
2013-12-30,241707.42352941175
2013-12-31,179973.1906614786
2014-01-01,302648.6152849741
2014-01-02,402987.92071611254
2014-01-03,320735.7251908397
2014-01-04,132535.54867256636
2014-01-05,133627.81179422836
2014-01-06,403668.09
2014-01-07,559717.0310559006
2014-01-08,191132.6
2014-01-09,212455.6536107711
2014-01-10,155645.31257631257
2014-01-11,206144.40048250905
2014-01-12,162455.56376638857
2014-01-13,378922.90117647056
2014-01-14,278720.94607268466
2014-01-15,285921.47508690617
2014-01-16,274353.7629459148
2014-01-17,233263.39585730725
2014-01-18,195200.5417142857
2014-01-19,100725.98285714285
2014-01-20,204638.64632768361
2014-01-21,262151.9887133183
2014-01-22,409573.95603156707
2014-01-23,366403.06599552574
2014-01-24,442282.38623751386
2014-01-25,314865.2624035281
2014-01-26,343291.83551198256
2014-01-27,492482.0992366412
2014-01-28,580891.7647058824
2014-01-29,692595.5138004246
2014-01-30,113815.11876988335
2014-01-31,48656.48152059134
2014-02-01,37992.37697993664
2014-02-02,29640.1843220339
2014-02-03,48801.467724867725
2014-02-04,40022.75445960126
2014-02-05,160765.30357142858
2014-02-06,123408.87329842932
2014-02-07,397678.5882352941
2014-02-08,194526.91290983607
2014-02-09,183236.68864097362
2014-02-10,402985.96915422886
2014-02-11,590774.3015873015
2014-02-12,513304.82890855457
2014-02-13,436131.6435546875
2014-02-14,343805.4777131783
2014-02-15,147112.0038797284
2014-02-16,134978.8351115422
2014-02-17,458156.33397129184
2014-02-18,375710.36867239734
2014-02-19,233805.95256166984
2014-02-20,257394.07196969696
2014-02-21,196575.08498583568
2014-02-22,138512.04045155222
2014-02-23,151712.4159624413
2014-02-24,357610.11840888066
2014-02-25,302867.24816849816
2014-02-26,426522.45612431446
2014-02-27,386754.4025385313
2014-02-28,222819.9891402715
2014-03-01,224128.38253825382
2014-03-02,131089.50359066427
2014-03-03,308120.9411764706
2014-03-04,297489.2210338681
2014-03-05,230570.713020372
2014-03-06,341555.95748449955
2014-03-07,209743.00532386868
2014-03-08,96888.16312056738
2014-03-09,111806.96825396825
2014-03-10,269733.9646954987
2014-03-11,233365.93327480246
2014-03-12,190020.87237762238
2014-03-13,162537.3202443281
2014-03-14,150567.445026178
2014-03-15,159014.41207349082
2014-03-16,128547.24475524476
2014-03-17,156712.14711033276
2014-03-18,272964.2685914261
2014-03-19,178423.85100788783
2014-03-20,231499.26509186352
2014-03-21,141610.6234676007
2014-03-22,97802.78915135608
2014-03-23,66539.84851138353
2014-03-24,162795.15183246075
2014-03-25,155363.31315789474
2014-03-26,141953.53590192646
2014-03-27,123261.23817863397
2014-03-28,93769.71241258741
2014-03-29,63036.906956521736
2014-03-30,101975.94878472222
2014-03-31,194086.26516464472
2014-04-01,244538.45635263613
2014-04-02,191820.24242424243
2014-04-03,220435.5800865801
2014-04-04,78365.04766031196
2014-04-05,103985.51993067592
2014-04-06,57015.968020743305
2014-04-07,73286.43264248705
2014-04-08,167252.15743944637
2014-04-09,198076.6603448276
2014-04-10,184220.5404475043
2014-04-11,95159.62908777969
2014-04-12,59771.59896729776
2014-04-13,102556.82246998284
2014-04-14,138482.48588537212
2014-04-15,182951.08041060736
2014-04-16,211042.25085616438
2014-04-17,201913.5706940874
2014-04-18,100614.70890410959
2014-04-19,140431.4362703165
2014-04-20,83560.03687821612
2014-04-21,152465.27140410958
2014-04-22,137164.57228400343
2014-04-23,145987.07325383305
2014-04-24,189699.8453695837
2014-04-25,106177.75382003396
2014-04-26,61227.39234042553
2014-04-27,54012.46513605442
2014-04-28,166777.69897959183
2014-04-29,150917.5685106383
2014-04-30,124572.22939677145
2014-05-01,92244.15267175573
2014-05-02,54908.68819031436
2014-05-03,85757.05687606112
2014-05-04,127426.22353937342
2014-05-05,178198.5440677966
2014-05-06,144842.72094995758
2014-05-07,220985.42929720576
2014-05-08,188156.5337837838
2014-05-09,129039.58425063506
2014-05-10,149042.33531409167
2014-05-11,77412.07372881356
2014-05-12,135496.0491942324
2014-05-13,122465.52671755725
2014-05-14,129136.84129692832
2014-05-15,124949.92930153322
2014-05-16,104311.7757885763
2014-05-17,67200.53271028037
2014-05-18,62373.356292517004
2014-05-19,102668.61734693877
2014-05-20,241722.80067854113
2014-05-21,157066.88680851064
2014-05-22,183170.31806615775
2014-05-23,125741.28583545377
2014-05-24,68086.62033898305
2014-05-25,62375.81239388794
2014-05-26,177206.07993197278
2014-05-27,156031.36904761905
2014-05-28,132293.35229202037
2014-05-29,172996.8028887001
2014-05-30,92286.82823129251
2014-05-31,60380.295570698465
2014-06-01,77427.49277824978
2014-06-02,58738.640067911714
2014-06-03,118106.20868824531
2014-06-04,121696.73764906303
2014-06-05,184272.57823129251
2014-06-06,132331.10119047618
2014-06-07,96323.08843537416
2014-06-08,187112.82267689685
2014-06-09,175023.22553191488
2014-06-10,145973.49914821124
2014-06-11,138855.08091993185
2014-06-12,160440.41256366723
2014-06-13,68524.88615123194
2014-06-14,70799.32057823129
2014-06-15,50340.19966015293
2014-06-16,162407.82966101696
2014-06-17,114774.62542372881
2014-06-18,175178.88050847457
2014-06-19,170219.70638297874
2014-06-20,104417.93967714529
2014-06-21,59502.14880952381
2014-06-22,56135.232142857145
2014-06-23,91980.27843803057
2014-06-24,109635.85981308411
2014-06-25,115645.06791171477
2014-06-26,154947.13605442178
2014-06-27,139612.9429301533
2014-06-28,69079.06893617021
2014-06-29,58690.63063829787
2014-06-30,145488.74638297872
2014-07-01,177309.27853492333
2014-07-02,197120.3586678053
2014-07-03,138530.801369863
2014-07-04,72186.20154373928
2014-07-05,63007.41065292096
2014-07-06,79690.90994854203
2014-07-07,100023.04198800343
2014-07-08,86545.19897084049
2014-07-09,142412.35652920962
2014-07-10,124014.34711455641
2014-07-11,95278.5021533161
2014-07-12,68065.31055363322
2014-07-13,64696.86937716263
2014-07-14,101198.37305699482
2014-07-15,141517.10680447888
2014-07-16,142325.917383821
2014-07-17,78581.81692573402
2014-07-18,83056.66292134831
2014-07-19,119904.3589965398
2014-07-20,75484.70811744386
2014-07-21,195526.94382022473
2014-07-22,111858.31180017226
2014-07-23,136914.40619621341
2014-07-24,131619.29715762273
2014-07-25,66350.02679343129
2014-07-26,49143.330449826986
2014-07-27,46054.890233362144
2014-07-28,206781.90163934426
2014-07-29,80546.1567099567
2014-07-30,87756.276816609
2014-07-31,60100.19844020797
2014-08-01,159980.84256055363
2014-08-02,83203.6761904762
2014-08-03,74014.22463139636
2014-08-04,147674.01127493495
2014-08-05,186076.73465859983
2014-08-06,129691.9913718723
2014-08-07,97358.30543572045
2014-08-08,74731.83146067416
2014-08-09,46787.33246753247
2014-08-10,114820.78490893322
2014-08-11,116752.30929626412
2014-08-12,99384.21682567216
2014-08-13,84203.8685813751
2014-08-14,117565.50305143853
2014-08-15,88942.81865736704
2014-08-16,73975.41695804195
2014-08-17,42036.79057591623
2014-08-18,113560.60313315927
2014-08-19,95829.75916230367
2014-08-20,126427.00524017467
2014-08-21,85955.66434176112
2014-08-22,103641.43554006968
2014-08-23,46595.95905923345
2014-08-24,46355.29380993897
2014-08-25,117318.55052264809
2014-08-26,114380.89120974761
2014-08-27,110994.0942408377
2014-08-28,85632.5886462882
2014-08-29,104268.32255244756
2014-08-30,86290.38286713287
2014-08-31,154003.5477651183
