report_date,total_redeem_amt
2014-04-22,147891.63045337895
2014-04-23,133379.24105621804
2014-04-24,109848.27187765506
2014-04-25,106643.19694397284
2014-04-26,78958.30382978724
2014-04-27,76002.01275510204
2014-04-28,173518.00510204083
2014-04-29,173394.82127659576
2014-04-30,152930.28971962616
2014-05-01,75405.9508057676
2014-05-02,50194.12234494477
2014-05-03,103105.4388794567
2014-05-04,257134.61219305673
2014-05-05,155237.23559322034
2014-05-06,176897.65733672603
2014-05-07,121370.82641828958
2014-05-08,154595.4358108108
2014-05-09,139450.23539373412
2014-05-10,55330.18421052631
2014-05-11,69786.77457627119
2014-05-12,167384.09160305344
2014-05-13,123551.79474130619
2014-05-14,187999.93174061432
2014-05-15,129747.83049403748
2014-05-16,155674.26683716965
2014-05-17,60876.95157179269
2014-05-18,66213.40051020408
2014-05-19,151133.02040816325
2014-05-20,145251.7667514843
2014-05-21,114047.07063829787
2014-05-22,144262.44783715013
2014-05-23,118020.20949957591
2014-05-24,65797.7279661017
2014-05-25,125268.84125636672
2014-05-26,143161.8350340136
2014-05-27,178169.6530612245
2014-05-28,251931.44651952462
2014-05-29,175844.36618521664
2014-05-30,163761.5119047619
2014-05-31,48804.95996592845
2014-06-01,64551.30501274426
2014-06-02,95492.54668930391
2014-06-03,213834.26660988075
2014-06-04,176701.45229982963
2014-06-05,214811.63520408163
2014-06-06,145411.50595238095
2014-06-07,67314.03486394558
2014-06-08,77456.34015345268
2014-06-09,147997.2689361702
2014-06-10,175849.7172061329
2014-06-11,131953.60306643954
2014-06-12,107868.40916808149
2014-06-13,243567.33814783348
2014-06-14,123681.11139455783
2014-06-15,40609.79014443501
2014-06-16,315696.59152542375
2014-06-17,336625.4533898305
2014-06-18,245299.62288135593
2014-06-19,150526.60085106382
2014-06-20,140850.56329651657
2014-06-21,120040.73299319728
2014-06-22,234073.5399659864
2014-06-23,207704.45415959254
2014-06-24,265277.61342395924
2014-06-25,358206.578098472
2014-06-26,236192.49829931973
2014-06-27,245706.06899488927
2014-06-28,148029.6085106383
2014-06-29,146823.36765957446
2014-06-30,263408.9991489362
2014-07-01,184589.50255536626
2014-07-02,181367.4807856533
2014-07-03,151790.82448630137
2014-07-04,130121.89965694683
2014-07-05,136420.46735395188
2014-07-06,76891.93396226416
2014-07-07,163661.27849185947
2014-07-08,197881.65437392797
2014-07-09,140479.07560137458
2014-07-10,181958.28940568474
2014-07-11,122912.45822566753
2014-07-12,51141.25605536332
2014-07-13,104312.95501730104
2014-07-14,148781.48704663213
2014-07-15,131379.57622739018
2014-07-16,113081.8760757315
2014-07-17,153404.7720207254
2014-07-18,95404.231633535
2014-07-19,77206.3884083045
2014-07-20,67698.87046632124
2014-07-21,265427.5142610199
2014-07-22,211051.16106804478
2014-07-23,175539.18588640276
2014-07-24,198637.0284237726
2014-07-25,130550.70527225583
2014-07-26,174615.2517301038
2014-07-27,66272.74848746759
2014-07-28,194309.2553925798
2014-07-29,143080.59913419915
2014-07-30,135921.4740484429
2014-07-31,144834.10051993068
2014-08-01,112035.18944636678
2014-08-02,73931.44935064935
2014-08-03,47239.5420641804
2014-08-04,158588.68950563748
2014-08-05,84530.14347450303
2014-08-06,151162.3666954271
2014-08-07,127808.44693701467
2014-08-08,176270.1676750216
2014-08-09,66774.60173160174
2014-08-10,76708.0303555941
2014-08-11,258983.91051259774
2014-08-12,189885.59063313095
2014-08-13,173081.73977371628
2014-08-14,96275.01046207498
2014-08-15,124946.60244115083
2014-08-16,93951.48251748252
2014-08-17,48818.48167539267
2014-08-18,111906.59617058311
2014-08-19,112194.86387434555
2014-08-20,82778.89956331877
2014-08-21,94464.3870967742
2014-08-22,64589.19076655052
2014-08-23,93915.8405923345
2014-08-24,93785.68962510898
2014-08-25,161846.6907665505
2014-08-26,149831.72932985204
2014-08-27,301928.33246073296
2014-08-28,156302.0401746725
2014-08-29,121555.88898601399
2014-08-30,91628.07692307692
2014-08-31,120181.63540753725
